Rating,Review,Comments
5,Super!,"This is Initial review after using 1 day. The Camera Picture Quality is upto the mark. Best in this rage of smartphone, the Design and Build is very nice it feels like a Flagship phone in budget range, Fast charging is very effective and battery backup too, The 120 Hz display is new thing and i loved it because of the smooth function, Loaded with Android 10. Best Deal in this price range. My one is 6Gb 128Gb varient.READ MORE"
5,Highly recommended,I am super happy with this purchase. One cannot get these much of values at this affordable price. Compared to the other products at this similar price range this POCO X2 definitely has an upper hand over them. Highly recommendable.READ MORE
5,Worth the money,"This phone is a budget phone . They have managed money, like there is no onscreen finger lock it's on side , and then at this money it gives the best processer . In camara the pic looks good and there is many different mode , but the video clarity is bad . I don't  think gaming is good in it ..120hz display is so good . There is no lag.READ MORE"
5,Perfect product!,Finally finally full fill my dream. Thanks you xiaomi by poco.1. 120 hz display buttery smooth just i love it.😎2. 27 watts fast charger it can takes 0 to 100℅ just 65 minutes just wow...!😊3. My phone poco x2 battery life above 1.5 days.👌4. design simply awesome. Corning gorilla 5 front& & back. It's durable.👍5. 64 mp sony imx 686 sensor it's take of lot of details per it takes one picture size 40mb. But love the pictures quality👌6. Qualcomm snapdragon 730 buttery smooth gaming. i ...READ MORE
5,Brilliant,"I purchased POCO X2 before april, so due to lockdown had to wait a long time for the delivery. Now onto the phone itself.There are many things to note with a midrange device and this too has its fair share of those. There are some cons which you will have to ignore if you wish to go for this. But there are some pros which are impressive as well.First the pros:-1. Build is very good for its price point. Now if you compare it top end phones like Samsung galaxy S20 series or Iphone 11 series ...READ MORE"
5,Mind-blowing purchase,Very good phoneNo heat 120 refresh rate very good workDisplay sige osmBattery osm quick charge osm workREAD MORE
5,Terrific,"full n final review by a common man after 10 days of usage , a truly non biased review.first of all i would like to say i am also one of them who are so sceptical about its battery life but battery life is not bad at all,, it just drop a bit more while using camera and gaming but i am not a gamer so for me it's battery life is quite acceptable for more info( see the screenshot of my sot and through my kind of usage u can find out battery performance)1. battery life: tips of battery- turn o...READ MORE"
5,Perfect product!,If you r looking for a phone for under 16k just go for itpros. :- 1. Fantastic camera performance the power of sony imx686 which no brand gives in this price segment2. Battery last long full day even if refresh rate is 120hz 3. display better than the other ips display because of hdr 10 support and 120hz refresh rate4. performance absolutely awesome of sd 730g since pubg settings has only smooth ultra which gives constant 40 fps u can use gfx tool which can unlocks extreme fps which give...READ MORE
4,Classy product,Ater using for 7 days I've found that this device is fantastic. It's so fast. Faster than I expected. There's no battery issue. Camera is okay and the features it provide is enough for me. I loved this device.READ MORE
5,Mind-blowing purchase,I used m31 realme X2 and poco X2 My fav is poco X2 ProsSuperb camera and displyBattery  (60 hertz)No heating issuesI feel it's Not over wheightMy pocox2 purple colour... I think blue is best.Front camera just ok I didn't like m31 camera and realme X2 sunlight visibilityUnder 20000rs poco X2 is the best choiceREAD MORE
5,Terrific purchase,"Nice product, good camera, refresh rate is out standing I love this mobile fabulous product.READ MORE"
4,Very Good,Awesome buy....best value for money...still many have reviewed it 5 stars that's best you can unconditionally go according to them they are not just faking ...I am typing it from my poco X2& it's been 1 month since I got this product. Thinking of comparing it with other product in the same range..please stop wasting time coz it will not get an easy competitor + Regarding battery it will be very satisfactory for user who consume all most every app and will long last till the night and for the ...READ MORE
4,Excellent,"Wow amazing phone camera battery performance display evening is mind-blowing fantastic and best part is Flipkart delivery very fast, because my area is ruralREAD MORE"
4,Just wow!,It's awsmmm.     Best camera   N the gaming performance is   really  good     It is best in this range.READ MORE
4,Good quality product,Best phone under 20k  and best phone for photography  lover if ur thinking about this then go for it  u will not disappoint m sure camera is great disaplay is awesome battery is also good bt there is weard thing I have noticed it's not heattiing much while Plying games bt it gets xtreemly heat when I use camera...I don't know whyREAD MORE
4,Delightful,After more than two months of uses i wrote my reviewCamera- 4.5Daylight-very good 64mp is awesomeNight mode - sufficient on this price rangeBattery-4 Because i am not gamer . 16hrs battery backup sufficientDisplay -3.5- picture and video quality both are good.I disappointed by its glass protection so bad my redmi 3sprime is more better than this .I am very caring person but one day i use without cover i got 3big scratches. Glass quality are 3rd grade.Do not use without coverPerfor...READ MORE
5,Worth the money,"Pros-730 G-120 Hz FHD+ Display-Liquid cool technology-27 W fast charging-Better brightness-Smooth-Option from 120Hz to 60Hz-MIUI-best in rs.16000Cons-Battery drain issu-No protection for screen out of the box-No option for navigation button, there is only option for classic or guestureOverall I am satisfied with the product and in its price its awesome!READ MORE"
5,Worth the money,"Prodigious phone.Everything is great except battery and back camera.Battery drains very fast, back camera gives excellent shot but pics are coming yellowish.Turbo charging and front camera is super excellent.Phone performance and speed is outstanding.Overall a great phone, definitely to buy.READ MORE"
4,Good choice,The only reason i gave 4 stars is because of the front camera quality and fast battery draining. Otherwise it's the best in the price. The display quality..wow.. it's the best one. Even better than amoled.READ MORE
5,Simply awesome,"Mind blowing purchase.....This is the next best seller for the poco. The price range is so good for this master piece. 120 hrtz display is just ice on the cake, it's really buttery smooth and clearly feel when you touch your display. Net speed on this master  piece is above average, I got around 10mbps on 4g. Just imagine the power of 730G. 2. If I didn't talk about the turbo charging and 27 watts charger in the box than it will not be a complete review. You got phone 0% to 40%  charged in ...READ MORE"
